sentence_id,text,label,split,source_dataset,source_config
banking77-train-36,How long does it take for a new card to ship?,11,train,banking77,default
banking77-train-37,What's the tracking on the card you sent?,11,train,banking77,default
banking77-train-38,I haven't received my card and am worried it is lost.,11,train,banking77,default
banking77-train-39,My card still hasn't been delivered,11,train,banking77,default
banking77-train-40,I need to find out where the card is that I ordered.,11,train,banking77,default
banking77-train-41,Where is my credit card that was to be mailed?,11,train,banking77,default
banking77-train-42,I ordered my card but it hasn't been delivered yet,11,train,banking77,default
banking77-train-43,Am I able to track the card that was just sent to me?,11,train,banking77,default
banking77-train-44,Can you tell me why I haven't received my new card?,11,train,banking77,default
banking77-train-45,I'm still waiting for my new card.,11,train,banking77,default
banking77-train-46,Is my card lost? I am still waiting for it to be delivered.,11,train,banking77,default
banking77-train-47,Should I keep waiting for my card to be delivered?,11,train,banking77,default
banking77-train-48,Can I track when my card will be delivered?,11,train,banking77,default
banking77-train-49,How can I check on the status of my new card?,11,train,banking77,default
banking77-train-50,"A card has been sent to me, how do I track it?",11,train,banking77,default
banking77-train-51,Is there a way I can get my card expedited?,11,train,banking77,default
banking77-train-52,What can I do to track the card you sent me?,11,train,banking77,default
banking77-train-53,why hasnt my card come in yet?,11,train,banking77,default
banking77-train-54,How can I periodically check the delivery of the card you sent?,11,train,banking77,default
banking77-train-55,What's the reason my new card hasn't come?,11,train,banking77,default
banking77-train-56,How long does it take for me to get my new card?,11,train,banking77,default
banking77-train-57,I don't have my card after 1 week. What are my next steps?,11,train,banking77,default
banking77-train-58,I know I'm getting a new card but would like know when I can expect to receive it.,11,train,banking77,default
banking77-train-59,I want to find out what happened to my new card?,11,train,banking77,default
banking77-train-60,Was there a way for me to get tracking for that?,11,train,banking77,default
banking77-train-61,I am still waiting for my card.,11,train,banking77,default
banking77-train-62,My card hasn't arrived.,11,train,banking77,default
banking77-train-63,Can I track the card you sent to me?,11,train,banking77,default
banking77-train-64,I haven't gotten my new card.,11,train,banking77,default
banking77-train-65,How long should it take for my new card to arrive in them mail? What should I do if I never receive it?,11,train,banking77,default
banking77-train-66,Will I have to wait much longer for my new card to arrive?,11,train,banking77,default
banking77-train-67,how to track the card you sent,11,train,banking77,default
banking77-train-68,2 weeks ago I ordered my new card.  It isn't here.  What should I do?,11,train,banking77,default
banking77-train-69,How can I check on the delivery status of my card?,11,train,banking77,default
banking77-train-70,"My card has not been delivered yet and its been a week since I ordered it, please help",11,train,banking77,default
banking77-train-71,What's the expected wait time to recieve my new card?,11,train,banking77,default
banking77-train-72,How can I see the progress of delivery of the card that was sent?,11,train,banking77,default
banking77-train-73,"My card was supposed to arrive, but hasn't?",11,train,banking77,default
banking77-train-74,I ordered a card and would like to know how to track the delivery progress of it.,11,train,banking77,default
banking77-train-75,How long will it take for me to get my card?,11,train,banking77,default
banking77-train-76,My card hasn't shown up yet.,11,train,banking77,default
banking77-train-77,Does the card you sent have a tracking number?,11,train,banking77,default
banking77-train-78,My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,11,train,banking77,default
banking77-train-79,maximum how many days get the courier?,11,train,banking77,default
banking77-train-80,Is there a reason my new card hasn't arrived yet?,11,train,banking77,default
banking77-train-81,"I've been waiting a while for my card, is there a way to know when it will arrive?",11,train,banking77,default
banking77-train-82,How can I track my card's delivery?,11,train,banking77,default
banking77-train-83,Can I track the card that was just sent to me?,11,train,banking77,default
banking77-train-84,"If I ordered my new card last week, how much longer should I wait to receive it?",11,train,banking77,default
banking77-train-85,"What's go on, where is my new card?",11,train,banking77,default
banking77-train-86,Where is my new card if I haven't received it yet?,11,train,banking77,default
banking77-train-87,Where is my card?,11,train,banking77,default
banking77-train-88,Can you tell me why I haven't received my new card yet?,11,train,banking77,default
banking77-train-89,Is there a way to track my card?,11,train,banking77,default
banking77-train-90,Is there a way to track the new card you sent me?,11,train,banking77,default
banking77-train-91,I'm still waiting for my card.,11,train,banking77,default
banking77-train-92,What do I need to do to get my new card which I have requested 2 weeks ago?,11,train,banking77,default
banking77-train-93,WHAT IS THE SOLUTION OF THIS PROBLEM,11,train,banking77,default
banking77-train-94,Could I get tracking on the card?,11,train,banking77,default
banking77-train-95,Can you help me track my card?,11,train,banking77,default
banking77-train-96,Shouldn't my new card be here by now?,11,train,banking77,default
banking77-train-97,Is there a reason my new card hasn't arrived?,11,train,banking77,default
banking77-train-98,"I would like to track a card sent to me, how do I do that?",11,train,banking77,default
banking77-train-99,Is there a tracking number for the card?,11,train,banking77,default
banking77-train-100,can you share card tracking number?,11,train,banking77,default
banking77-train-101,"I have not received my card and it's been a week, what do I do?",11,train,banking77,default
banking77-train-102,Is there a way I can check on the card on route to me?,11,train,banking77,default
banking77-train-103,When will my new card arrive?,11,train,banking77,default
banking77-train-104,Why haven't I received my new card yet?,11,train,banking77,default
banking77-train-105,What is the expected delivery date of my card?,11,train,banking77,default
banking77-train-106,My card hasn't came in the mail yet?,11,train,banking77,default
banking77-train-107,I haven't received my card.,11,train,banking77,default
banking77-train-108,Is it possible for me to track the card is was mailed to me?,11,train,banking77,default
banking77-train-109,When will my new card be delivered?,11,train,banking77,default
banking77-train-110,I was issued a card about a week ago. why hasn't it come in yet?,11,train,banking77,default
banking77-train-111,Can you please tell me where my card is? I ordered it 2 weeks ago!,11,train,banking77,default
banking77-train-112,I still haven't received my card in the mail,11,train,banking77,default
banking77-train-113,I'm still waiting for my card that was issued a week ago. What should I do?,11,train,banking77,default
banking77-train-114,I still haven't gotten my new card.  When will it get here?,11,train,banking77,default
banking77-train-115,Do you have a tracking number for the card I was sent?,11,train,banking77,default
banking77-train-116,How do I track the card you sent to me?,11,train,banking77,default
banking77-train-117,Is my new bank card on the way and is there a way to track it?,11,train,banking77,default
banking77-train-118,Could you send me and up date on the arrival of my card?,11,train,banking77,default
banking77-train-119,How long does it take to recieve my new card?,11,train,banking77,default
banking77-train-120,My card has not come in the mail yet.,11,train,banking77,default
banking77-train-121,What's the card you sent me's tracking number?,11,train,banking77,default
banking77-train-122,i havent got my card,11,train,banking77,default
banking77-train-123,Why hasn't my card arrived yet?,11,train,banking77,default
banking77-train-124,I thought I would have received my new card at this point.,11,train,banking77,default
banking77-train-125,How long until my new card gets here?,11,train,banking77,default
banking77-train-126,How much longer until I get my new card?,11,train,banking77,default
banking77-train-127,Am I able to track a card that has already been sent?,11,train,banking77,default
banking77-train-128,Is it possible to track the card you sent me?,11,train,banking77,default
banking77-train-129,How long will it be to get this new card?,11,train,banking77,default
banking77-train-130,how can i track card you sent,11,train,banking77,default
banking77-train-131,Can the card was sen to me be tracked?,11,train,banking77,default
banking77-train-132,why have i not got my new card?,11,train,banking77,default
banking77-train-133,I need to track the card sent to me.,11,train,banking77,default
banking77-train-134,"It's been two weeks and I haven't gotten my card, what do I do?",11,train,banking77,default
banking77-train-135,I was expecting my new card by now.,11,train,banking77,default
banking77-train-136,Where is the tracking number for the card?,11,train,banking77,default
banking77-train-137,I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,11,train,banking77,default
banking77-train-138,Can I track the card that you sent me in the mail?,11,train,banking77,default
banking77-train-139,Can you tell me if I can track the card you sent me?,11,train,banking77,default
banking77-train-140,Why have I not gotten my new card?,11,train,banking77,default
banking77-train-141,I'm still waiting on my new card to be delivered!,11,train,banking77,default
banking77-train-142,My new card isn't here and it was issued a week ago.,11,train,banking77,default
banking77-train-143,"I was supposed to receive my new card by now, but it hasn't came in.",11,train,banking77,default
banking77-train-144,Is a tracking number available for the card that was just sent?,11,train,banking77,default
banking77-train-145,Why haven't I gotten my new card?,11,train,banking77,default
banking77-train-146,Was there a number to track that I could get?,11,train,banking77,default
banking77-train-147,How much longer is it going to take to get my new card?,11,train,banking77,default
banking77-train-148,I haven't gotten my credit card in the mail.,11,train,banking77,default
banking77-train-149,My card hasn't arrived yet. What do I do?,11,train,banking77,default
banking77-train-150,"My card still hasn't arrived after two weeks, now what?",11,train,banking77,default
banking77-train-151,My card appears to have never arrived?,11,train,banking77,default
banking77-train-152,My card never arrived.,11,train,banking77,default
banking77-train-153,My card has been found. Is there any way for me to put it back into the app?,13,train,banking77,default
banking77-train-154,I was able to find my card. How to I go about putting it into my app?,13,train,banking77,default
banking77-train-155,how do I get my card to show in the app?,13,train,banking77,default
banking77-train-156,I just got my card.  It's not linked yet--how do I do that?,13,train,banking77,default
banking77-train-157,"lost card found, want to put it back in app",13,train,banking77,default
banking77-train-158,"I just got a card, how can I add it to the app?",13,train,banking77,default
banking77-train-159,Is there any way to see my card in the app?,13,train,banking77,default
banking77-train-160,If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?,13,train,banking77,default
banking77-train-161,I found my card. How can I put it into my app?,13,train,banking77,default
banking77-train-162,How do I make my card show up in the app?,13,train,banking77,default
banking77-train-163,Can you show me where to link the new card?,13,train,banking77,default
banking77-train-164,I found my old card. Can I link it back into the app?,13,train,banking77,default
banking77-train-165,"Show me how to link the new card,",13,train,banking77,default
banking77-train-166,How do I add an existing card to the app?,13,train,banking77,default
banking77-train-167,I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,13,train,banking77,default
banking77-train-168,How do I link one of your card that I already have?,13,train,banking77,default
banking77-train-169,If I have a physical card can I link it?,13,train,banking77,default
banking77-train-170,I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,13,train,banking77,default
banking77-train-171,Can I add a card that I just found (again) to the app?,13,train,banking77,default
banking77-train-172,How can I make my card show up in the app?,13,train,banking77,default
banking77-train-173,"I would like to re-activate my card, it was previously reported  lost but I found it this morning.",13,train,banking77,default
banking77-train-174,"Okay, I found my card, can I put it back in the app?",13,train,banking77,default
banking77-train-175,Can I reactivate a card?,13,train,banking77,default
banking77-train-176,I would like to reactivate a card and wondered if that could be done?,13,train,banking77,default
banking77-train-177,"I got my card now, how do I make it show up in the app?",13,train,banking77,default
banking77-train-178,How do I link an existing card?,13,train,banking77,default
banking77-train-179,How do I link a new card in the app?,13,train,banking77,default
banking77-train-180,"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?",13,train,banking77,default
banking77-train-181,I already have a card and want to link it,13,train,banking77,default
banking77-train-182,Can you please reactivate my card?,13,train,banking77,default
banking77-train-183,Where do I go to add a new card?,13,train,banking77,default
banking77-train-184,I want my card I just received to show up in the app. How do I do that?,13,train,banking77,default
banking77-train-185,"I received my card, how do I get it to show in the app?",13,train,banking77,default
banking77-train-186,If I have a credit card with you how I get set up to link to it?,13,train,banking77,default
banking77-train-187,How do I add my new card?,13,train,banking77,default
banking77-train-188,"I want to reactivate my card, I thought I had lost it but found it again this morning.",13,train,banking77,default
banking77-train-189,"I need a card reactivation, I had reported my card lost but I ran across it in my jacket.",13,train,banking77,default
banking77-train-190,My card is no longer lost. How do I enter it back into the app?,13,train,banking77,default
banking77-train-191,"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",13,train,banking77,default
banking77-train-192,"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.",13,train,banking77,default
banking77-train-193,How do I reactivate a card I thought I lost?,13,train,banking77,default
banking77-train-194,Help me figure out how to link the new card.,13,train,banking77,default
banking77-train-195,I found my lost card. Am I still able to use it?,13,train,banking77,default
banking77-train-196,Will I need a new card or can I put my old card back into the app?,13,train,banking77,default
banking77-train-197,Is there a way to link the card i just got?,13,train,banking77,default
banking77-train-198,How do I add a new card?,13,train,banking77,default
banking77-train-199,"I want to reactivate my card, I found it after thinking it was lost.",13,train,banking77,default
banking77-train-200,Can I put my old card back in the app?,13,train,banking77,default
banking77-train-201,"I got a new card, how do I link it?",13,train,banking77,default
banking77-train-202,I found the card I thought I lost this morning. Can I reactivate this card?,13,train,banking77,default
banking77-train-203,How do i go about linking a new card?,13,train,banking77,default
banking77-train-204,how do i get the card linked,13,train,banking77,default
banking77-train-205,"I have one of your cards, but I don't know how to link it.",13,train,banking77,default
banking77-train-206,how do I link an old card?,13,train,banking77,default
banking77-train-207,I received my card. How do I link it to the app?,13,train,banking77,default
banking77-train-208,"Now that I have my card, how do I connect it to the app?",13,train,banking77,default
banking77-train-209,How do I add the card I just received to show up in the app?,13,train,banking77,default
banking77-train-210,"I want to reactivate my card, I thought I had lost it but I found it.",13,train,banking77,default
banking77-train-211,What do I need to do to link my new card for my account?,13,train,banking77,default
banking77-train-212,Can I add a card to back into the app?,13,train,banking77,default
banking77-train-213,I want to link my new card. Can you help?,13,train,banking77,default
banking77-train-214,What is the process to link the new card?,13,train,banking77,default
banking77-train-215,"I found my card, am I able to put it back into the app?",13,train,banking77,default
banking77-train-216,"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",13,train,banking77,default
banking77-train-217,Where can I link a new card?,13,train,banking77,default
banking77-train-218,How do I add a card on to the app?,13,train,banking77,default
banking77-train-219,"I found my card in my jacket this morning, so can I reactivate it?",13,train,banking77,default
banking77-train-220,"I've obtained the card, how do I enable it on the app?",13,train,banking77,default
banking77-train-221,I need to find the card I received in the app.,13,train,banking77,default
banking77-train-222,How do I get my card on the app?,13,train,banking77,default
banking77-train-223,"In the app, how can I make it show the new card that arrived?",13,train,banking77,default
banking77-train-224,How do I link my new card?,13,train,banking77,default
banking77-train-225,Can I activate a card in the app?,13,train,banking77,default
banking77-train-226,"I want to link to my card card with you, how?",13,train,banking77,default
banking77-train-227,I would like to link my card to my account.,13,train,banking77,default
banking77-train-228,"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",13,train,banking77,default
banking77-train-229,How can I link the new card?,13,train,banking77,default
banking77-train-230,I got a new card and can't find where to link it.,13,train,banking77,default
banking77-train-231,"Hey, I have my card, how do I get it to show in the app?",13,train,banking77,default
banking77-train-232,Where in the app do I go to make my new card show up?,13,train,banking77,default
banking77-train-233,Where do I scan my card?,13,train,banking77,default
banking77-train-234,Can I reactivate my card? I reported it lost and found it this morning in my jacket.,13,train,banking77,default
banking77-train-235,Can I link my card I previously received?,13,train,banking77,default
banking77-train-236,"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",13,train,banking77,default
banking77-train-237,"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",13,train,banking77,default
banking77-train-238,You sent me a card and now I want to link it.,13,train,banking77,default
banking77-train-239,How do I add my new card to the app?,13,train,banking77,default
banking77-train-240,Can I add a card back to the app?,13,train,banking77,default
banking77-train-241,What if I want to add a card I already have to the app?,13,train,banking77,default
banking77-train-242,"I recently reported my card as missing/lost, and I just found it. Can I still use it?",13,train,banking77,default
banking77-train-243,"Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket.",13,train,banking77,default
banking77-train-244,Is there a way to link cards if I have one of yours?,13,train,banking77,default
banking77-train-245,If my card was lost or stolen can I re-link it?,13,train,banking77,default
banking77-train-246,How do I link a new card to an existing one?,13,train,banking77,default
banking77-train-247,How do I link a new payment card?,13,train,banking77,default
banking77-train-248,I would like to reactivate my card that I previously reported lost. I located the card this morning.,13,train,banking77,default
banking77-train-249,"Card has been received, how will it show up on the app?",13,train,banking77,default
banking77-train-250,Can I re-link a lost card with the app?,13,train,banking77,default
banking77-train-251,What do I do to link my new card?,13,train,banking77,default
banking77-train-252,Is it possible to link a new card?,13,train,banking77,default
banking77-train-253,I deactivated my card but would like to reactivate it.,13,train,banking77,default
banking77-train-254,"I found my card that I thought I had lost, I need to reactive it, please help.",13,train,banking77,default
banking77-train-255,can I link a card of yours I already have?,13,train,banking77,default
banking77-train-256,Can I put my found card back into the app on my phone?,13,train,banking77,default
banking77-train-257,"My card arrived but I need to make it work in the app, how do I do that?",13,train,banking77,default
banking77-train-258,"I found the card that I thought I lost, and I would like to reactivate it.",13,train,banking77,default
banking77-train-259,I found my card again. Can I put it back into the app?,13,train,banking77,default
banking77-train-260,I need some help linking my new card.,13,train,banking77,default
banking77-train-261,help me link my card,13,train,banking77,default
banking77-train-262,How do I link my card in the app.,13,train,banking77,default
banking77-train-263,How do I get my card into the app?,13,train,banking77,default
banking77-train-264,I found my card! Can I link it back into the app?,13,train,banking77,default
banking77-train-265,How do I reactivate my card?,13,train,banking77,default
banking77-train-266,Where do I go to get my new card linked?,13,train,banking77,default
banking77-train-267,"I thought I lost my card but I found it today, so I would like to reactivate it.",13,train,banking77,default
banking77-train-268,How do I link the new card that I just got from you guys?,13,train,banking77,default
banking77-train-269,How can I add a new card?,13,train,banking77,default
banking77-train-270,Can you tell me how to get my card on the app?,13,train,banking77,default
banking77-train-271,Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,13,train,banking77,default
banking77-train-272,How do I make my card appear on the app?,13,train,banking77,default
banking77-train-273,How do I link the new card?,13,train,banking77,default
banking77-train-274,Where in the app do I link a new card?,13,train,banking77,default
banking77-train-275,How do I add my card to the app once I get it?,13,train,banking77,default
banking77-train-276,Can I link your physical card,13,train,banking77,default
banking77-train-277,How do I activate and link my new card?,13,train,banking77,default
banking77-train-278,"I got a card, how do I get it in the app?",13,train,banking77,default
banking77-train-279,I received my new card.  Where is it in the app?,13,train,banking77,default
banking77-train-280,"I found my card, how can I use it again?",13,train,banking77,default
banking77-train-281,"I just received a new card, where do I go to link it to my account?",13,train,banking77,default
banking77-train-282,"found card, how to put it back in app",13,train,banking77,default
banking77-train-283,How do I see my card in the app?,13,train,banking77,default
banking77-train-284,"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",13,train,banking77,default
banking77-train-285,I don't see my card anywhere in the app.,13,train,banking77,default
banking77-train-286,"I received my card, how do I get it to work in the app?",13,train,banking77,default
banking77-train-287,What do I do if I already had a card with you guys?,13,train,banking77,default
banking77-train-288,if i found a lost card can i put it back in app,13,train,banking77,default
banking77-train-289,I have a card that was deactivated can I reactivate it?,13,train,banking77,default
banking77-train-290,"My new card isn't in my app, how do I get it in there?",13,train,banking77,default
banking77-train-291,Help me access the card I already got so I can information from it.,13,train,banking77,default
banking77-train-292,What is my money worth in other countries?,32,train,banking77,default
banking77-train-293,Will my money be of equal value when I travel abroad?,32,train,banking77,default
banking77-train-294,Do you know the rate of exchange?,32,train,banking77,default
banking77-train-295,What foreign exchange rate will I get on weekdays and on the weekends?,32,train,banking77,default
banking77-train-296,What is the exchange looking like?,32,train,banking77,default
banking77-train-297,How is the exchange rate doing?,32,train,banking77,default
banking77-train-298,I would like to know how exchange rates are calculated when transferring funds.,32,train,banking77,default
banking77-train-299,I would like to know what exchange rates you use?,32,train,banking77,default
banking77-train-300,"If I need to cash foreign transfers, how does that work?",32,train,banking77,default
banking77-train-301,Do you know what your exchange rates are?,32,train,banking77,default
banking77-train-302,How do I know what exchange rate I will get?,32,train,banking77,default
banking77-train-303,What are you exchange rates?,32,train,banking77,default
banking77-train-304,Do you have the best exchange rate?,32,train,banking77,default
banking77-train-305,Where can I find your exchange rates?,32,train,banking77,default
banking77-train-306,Your exchange rates come from where?,32,train,banking77,default
banking77-train-307,I need to know what your exchange rates are.,32,train,banking77,default
banking77-train-308,What's the process for exchanges?,32,train,banking77,default
banking77-train-309,What do you think of the exchange rate?,32,train,banking77,default
banking77-train-310,How are exchange rates calculated at this bank?,32,train,banking77,default
banking77-train-311,What do you use to figure out the exchange rate for the card?,32,train,banking77,default
banking77-train-312,What's the foreign exchange rate I will receive?,32,train,banking77,default
banking77-train-313,I need to know what foreign exchange rate I can get.,32,train,banking77,default
banking77-train-314,What are the current exchange rates?,32,train,banking77,default
banking77-train-315,What exchange rate will I receive?,32,train,banking77,default
banking77-train-316,What is the basis of your exchange rates?,32,train,banking77,default
banking77-train-317,How's the exchange rate?,32,train,banking77,default
banking77-train-318,How do you determine your exchange rates?,32,train,banking77,default
banking77-train-319,How do the foreign exchange rates work?,32,train,banking77,default
banking77-train-320,Where are you getting your exchange rates from?,32,train,banking77,default
banking77-train-321,How is the exchange rate calculated?,32,train,banking77,default
banking77-train-322,I'm interested in what your exchange rates are based on.,32,train,banking77,default
banking77-train-323,How do you decide what the exchange rates are?,32,train,banking77,default
banking77-train-324,What is the current exchange rate?,32,train,banking77,default
banking77-train-325,What is the formula for your exchange rate?,32,train,banking77,default
banking77-train-326,What method do you use for the exchange rate?,32,train,banking77,default
banking77-train-327,What are Interbanks current exchange rates?,32,train,banking77,default
banking77-train-328,from where are coming your exchange rates?,32,train,banking77,default
banking77-train-329,How do you calculate exchange rates?,32,train,banking77,default
banking77-train-330,Why is your exchange rate different on different days?,32,train,banking77,default
banking77-train-331,Where can I find the exchange rate for my transfer?,32,train,banking77,default
banking77-train-332,Where can I get your exchange rates from?,32,train,banking77,default
banking77-train-333,How do you find the exchange rate?,32,train,banking77,default
banking77-train-334,How are exchange rates determined?,32,train,banking77,default
banking77-train-335,What value can I get for my currency?,32,train,banking77,default
banking77-train-336,Please explain your exchange rate policy.,32,train,banking77,default
banking77-train-337,What are your exchange rates calculated from?,32,train,banking77,default
banking77-train-338,What is an exchange rate?,32,train,banking77,default
banking77-train-339,What is your opinion on the exchange rate?,32,train,banking77,default
banking77-train-340,What are the exchange rates you assign?,32,train,banking77,default
banking77-train-341,How do you determine exchange rates?,32,train,banking77,default
banking77-train-342,How are your exchange rates calculated?,32,train,banking77,default
banking77-train-343,How is an exchange rate calculated?,32,train,banking77,default
banking77-train-344,"When exchanging, how much are the rates?",32,train,banking77,default
banking77-train-345,What is the exchange rate for EUR?,32,train,banking77,default
banking77-train-346,How can I find your exchange rates?,32,train,banking77,default
banking77-train-347,Could you please tell me your exchange rates?,32,train,banking77,default
banking77-train-348,Is there an exchange rate?,32,train,banking77,default
banking77-train-349,How does the exchange rate work?,32,train,banking77,default
banking77-train-350,What is the present state of the exchange rate?,32,train,banking77,default
banking77-train-351,How are foreign exchange rates determined?,32,train,banking77,default
banking77-train-352,How's the exchange rate looking right now?,32,train,banking77,default
banking77-train-353,Please explain the exchange rates.,32,train,banking77,default
banking77-train-354,What is the foreign exchange rate you will apply?,32,train,banking77,default
banking77-train-355,explain the interbank exchange rate,32,train,banking77,default
banking77-train-356,What will my exchange rate be?,32,train,banking77,default
banking77-train-357,how do you get exchange rates,32,train,banking77,default
banking77-train-358,What exchange rates do you use?,32,train,banking77,default
banking77-train-359,How will I know what the exchange rate is?,32,train,banking77,default
banking77-train-360,What factors effect the exchange rate?,32,train,banking77,default
banking77-train-361,Where does the exchange rate stand right now?,32,train,banking77,default
banking77-train-362,I'd like to know what the foreign exchange rate will be.,32,train,banking77,default
banking77-train-363,Does the exchange rate change?,32,train,banking77,default
banking77-train-364,How do your exchange rates factor in?,32,train,banking77,default
banking77-train-365,Will I know which exchange rate I will get?,32,train,banking77,default
banking77-train-366,How do I know what the exchange rate will be when I make an exchange.,32,train,banking77,default
banking77-train-367,Is the exchange rate the same on weekends as the weekdays?,32,train,banking77,default
banking77-train-368,How do you do exchanges?,32,train,banking77,default
banking77-train-369,On what do you base your exchange rates?,32,train,banking77,default
banking77-train-370,How do you come up with your exchange rate,32,train,banking77,default
banking77-train-371,What factors determine your exchange rate?,32,train,banking77,default
banking77-train-372,How are the exchange rates determined?,32,train,banking77,default
banking77-train-373,I would like to know what your exchange rates are.,32,train,banking77,default
banking77-train-374,Is the exchange rate current?,32,train,banking77,default
banking77-train-375,What are the exchange rates?,32,train,banking77,default
banking77-train-376,How much are the rates of exchange?,32,train,banking77,default
banking77-train-377,How do you decide what your exchange rates are?,32,train,banking77,default
banking77-train-378,Your exchange rates are coming from where?,32,train,banking77,default
banking77-train-379,Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,32,train,banking77,default
banking77-train-380,How are the exchange rates for transfers calculated?,32,train,banking77,default
banking77-train-381,How do I know how much money I will have when I travel abroad?,32,train,banking77,default
banking77-train-382,How do you do currency exchanges?,32,train,banking77,default
banking77-train-383,Can you explain your exchange rates basis?,32,train,banking77,default
banking77-train-384,How did you guys get your exchange rate?,32,train,banking77,default
banking77-train-385,Can you tell me your exchange rates?,32,train,banking77,default
banking77-train-386,Could you tell me what your exchange rates are?,32,train,banking77,default
banking77-train-387,Does this app have the same exchange rate as third parties?,32,train,banking77,default
banking77-train-388,what are your exchange rates at?,32,train,banking77,default
banking77-train-389,How is the current exchange rate?,32,train,banking77,default
banking77-train-390,What is the system for determining the exchange rate?,32,train,banking77,default
banking77-train-391,I am travelling and I was wondering what your exchange rates are,32,train,banking77,default
banking77-train-392,How can I tell what foreign exchange rate I will get?,32,train,banking77,default
banking77-train-393,Tell me your opinion on the exchange rate.,32,train,banking77,default
banking77-train-394,I'd like to know what you guys look at to decide an exchange rate,32,train,banking77,default
banking77-train-395,How does the exchange rate work on this app?,32,train,banking77,default
banking77-train-396,where do you find your exchange rates?,32,train,banking77,default
banking77-train-397,I want to know your exchange rates.,32,train,banking77,default
banking77-train-398,What exchange rate is it?,32,train,banking77,default
banking77-train-399,What is the source of your exchange rates?,32,train,banking77,default
banking77-train-400,i need to know about exchange rates,32,train,banking77,default
banking77-train-401,Where do you get those exchange rates?,32,train,banking77,default
banking77-train-402,How do you determine the exchange rate?,32,train,banking77,default
banking77-train-403,What foreign exchange rate will I get?,32,train,banking77,default
banking77-train-404,"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",17,train,banking77,default
banking77-train-405,"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",17,train,banking77,default
